review.commentScore,review.commentPolarity,review.commentDetail,review.date,review.productURL,review.manuallyProcessedComment
1,Negative,Display font is too small and there is a bug in changing the watchface that limits your ability to make changes.,"September 26, 2020",https://www.amazon.com/Amazfit-Fitness-Monitoring-Tracking-Resistant/dp/B08DKYLK4D,Display font is too small and there is a bug in changing the watchface that limits your ability to make changes
1,Negative,One of the worst device I purchased in a long time.,"May 14, 2021",https://www.amazon.com/Amazfit-Fitness-Monitoring-Tracking-Resistant/dp/B08DKYLK4D,One of the worst device I purchased in a long time
1,Negative,After using it i felt i really dont need this product.,"October 14, 2020",https://www.amazon.com/Amazfit-Fitness-Monitoring-Tracking-Resistant/dp/B08DKYLK4D,After using it i felt i really dont need this product.
1,Negative,"I have so many issues with this, but the primary reason that I bought it, to monitor my heart rate while exercising, fails dramatically.","January 7, 2021",https://www.amazon.com/Amazfit-Fitness-Monitoring-Tracking-Resistant/dp/B08DKYLK4D,I have so many issues with this but the primary reason that I bought it to monitor my heart rate while exercising fails dramatically
1,Negative,The sleep tracker is not accurate.,"October 3, 2020",https://www.amazon.com/Amazfit-Fitness-Monitoring-Tracking-Resistant/dp/B08DKYLK4D,The sleep tracker is not accurate
5,Positive,"So I genuinely enjoy this watch, especially because of the value (price vs. functionality).","December 22, 2020",https://www.amazon.com/Amazfit-Fitness-Monitoring-Tracking-Resistant/dp/B08DKYLK4D,So I genuinely enjoy this watch especially because of the value price versus functionality
5,Positive,I have completely fallen in love!,"July 7, 2021",https://www.amazon.com/Amazfit-Fitness-Monitoring-Tracking-Resistant/dp/B08DKYLK4D,I have completely fallen in love
5,Positive,"I really like this band, it works well for me and stays linked to Alexa more than my previous one.","December 18, 2020",https://www.amazon.com/Amazfit-Fitness-Monitoring-Tracking-Resistant/dp/B08DKYLK4D,I really like this band it works well for me and stays linked to Alexa more than my previous one
5,Positive,"Okay, so I've been wearing my Band 5 for 24 hours and I have to say, I LOVE it!","May 19, 2021",https://www.amazon.com/Amazfit-Fitness-Monitoring-Tracking-Resistant/dp/B08DKYLK4D,Okay so I have been wearing my Band 5 for 24 hours and I have to say I LOVE it
5,Positive,"If you are looking for a budget tracker with all the bells and whistles of a high end device, then look no further.","August 26, 2021",https://www.amazon.com/Amazfit-Fitness-Monitoring-Tracking-Resistant/dp/B08DKYLK4D,If you are looking for a budget tracker with all the bells and whistles of a high end device then look no further
1,Negative,We were very disappointed with this router.,"September 11, 2018",https://www.amazon.com/TP-Link-AC1750-Smart-WiFi-Router/dp/B079JD7F7G,We were very disappointed with this router
1,Negative,The WiFi Speeds are Misleading.,"June 5, 2019",https://www.amazon.com/TP-Link-AC1750-Smart-WiFi-Router/dp/B079JD7F7G,The WiFi Speeds are Misleading
2,Negative,I was pretty disappointed with this item.,"November 12, 2018",https://www.amazon.com/TP-Link-AC1750-Smart-WiFi-Router/dp/B079JD7F7G,I was pretty disappointed with this item
2,Negative,This router was SUCH a disappointment!,"February 1, 2020",https://www.amazon.com/TP-Link-AC1750-Smart-WiFi-Router/dp/B079JD7F7G,This router was SUCH a disappointment
2,Negative,Really displeased.,"July 19, 2019",https://www.amazon.com/TP-Link-AC1750-Smart-WiFi-Router/dp/B079JD7F7G,Really displeased
4,Positive,UPDATED REVIEW: The admin user interface has gotten better and the overall performance/reliability of the 2.4 GHz and 5 GHz radios has improved.,"January 1, 2019",https://www.amazon.com/TP-Link-AC1750-Smart-WiFi-Router/dp/B079JD7F7G,UPDATED REVIEW The admin user interface has gotten better and the overall performance reliability of the 2 4 GHz and 5 GHz radios has improved
4,Positive,"It has a really nice setup and interface, seems to have plenty of options and capabilities.","November 30, 2018",https://www.amazon.com/TP-Link-AC1750-Smart-WiFi-Router/dp/B079JD7F7G,It has a really nice setup and interface seems to have plenty of options and capabilities
4,Positive,"This router has a very simple user interface, it can be setup and ran by someone with minimal knowledge.","May 3, 2019",https://www.amazon.com/TP-Link-AC1750-Smart-WiFi-Router/dp/B079JD7F7G,This router has a very simple user interface it can be setup and ran by someone with minimal knowledge
5,Positive,It was super easy to install.,"June 16, 2018",https://www.amazon.com/TP-Link-AC1750-Smart-WiFi-Router/dp/B079JD7F7G,It was super easy to install
5,Positive,Great coverage and super fast.,"November 15, 2018",https://www.amazon.com/TP-Link-AC1750-Smart-WiFi-Router/dp/B079JD7F7G,Great coverage and super fast
1,Negative,Dont bother purchasing this.,"March 7, 2021",https://www.amazon.com/YELOMIN-Waterproof-Cellphones-Flashlights-Compatible/dp/B091CB6T77,Do not bother purchasing this
1,Negative,I guess I got a faulty one.,"October 21, 2019",https://www.amazon.com/YELOMIN-Waterproof-Cellphones-Flashlights-Compatible/dp/B091CB6T77,I guess I got a faulty one
1,Negative,It was great till it stopped working.,"June 19, 2021",https://www.amazon.com/YELOMIN-Waterproof-Cellphones-Flashlights-Compatible/dp/B091CB6T77,It was great till it stopped working
1,Negative,Product does not charge at all using solar.,"August 12, 2020",https://www.amazon.com/YELOMIN-Waterproof-Cellphones-Flashlights-Compatible/dp/B091CB6T77,Product does not charge at all using solar
1,Negative,Micro USB charging port doesnt fit cord snug and doesnt charge,"February 20, 2020",https://www.amazon.com/YELOMIN-Waterproof-Cellphones-Flashlights-Compatible/dp/B091CB6T77,Micro universal serial bus charging port does not fit cord snug and does not charge
5,Positive,"Great charger, you do need to charge it fully 2 times by USB in the beginning before you start to use it as a solar charger. ","November 3, 2019",https://www.amazon.com/YELOMIN-Waterproof-Cellphones-Flashlights-Compatible/dp/B091CB6T77,Great charger you do need to charge it fully 2 times by universal serial bus in the beginning before you start to use it as a solar charger
5,Positive,This solar power bank is great!,"August 7, 2019",https://www.amazon.com/YELOMIN-Waterproof-Cellphones-Flashlights-Compatible/dp/B091CB6T77,This solar power bank is great
5,Positive,This is a fantastic product and the charge capacity is outstanding.,"April 9, 2021",https://www.amazon.com/YELOMIN-Waterproof-Cellphones-Flashlights-Compatible/dp/B091CB6T77,This is a fantastic product and the charge capacity is outstanding
5,Positive,We just took a 33 hour road trip and this little solar power works great charged up at night and during the day opted it on the dash charged my iPad and 2 Galaxy phones... love it,"September 27, 2019",https://www.amazon.com/YELOMIN-Waterproof-Cellphones-Flashlights-Compatible/dp/B091CB6T77,We just took a 33 hour road trip and this little solar power works great charged up at night and during the day opted it on the dash charged my iPad and 2 Galaxy phones love it
5,Positive,"While Yelomin might not be as popular as other power bank brands out there, it can still be a great option, because this is a budget offering.","April 22, 2021",https://www.amazon.com/YELOMIN-Waterproof-Cellphones-Flashlights-Compatible/dp/B091CB6T77,While Yelomin might not be as popular as other power bank brands out there it can still be a great option because this is a budget offering
1,Negative,Cheap plastic like a dollar store toy.,"July 27, 2021",https://www.amazon.com/Power-Strip-Tower-Surge-Protector/dp/B083V3F5FK,Cheap plastic like a dollar store toy
1,Negative,I took this out of the box and plugged it in and it started smoking and shorting out things in the room.,"May 6, 2021",https://www.amazon.com/Power-Strip-Tower-Surge-Protector/dp/B083V3F5FK,I took this out of the box and plugged it in and it started smoking and shorting out things in the room
1,Negative,"Nothing will plug into them can’t use it, disappointed, the length was great but can’t use","April 25, 2021",https://www.amazon.com/Power-Strip-Tower-Surge-Protector/dp/B083V3F5FK,Nothing will plug into them cannot use it disappointed the length was great but cannot use
2,Negative,Wires get tangled often and the tower tips over a lot.,"July 1, 2021",https://www.amazon.com/Power-Strip-Tower-Surge-Protector/dp/B083V3F5FK,Wires get tangled often and the tower tips over a lot
2,Negative,USB charging ports failed after a couple of months.,"February 6, 2021",https://www.amazon.com/Power-Strip-Tower-Surge-Protector/dp/B083V3F5FK,universal serial bus charging ports failed after a couple of months
4,Positive,Everything is good.,"July 29, 2020",https://www.amazon.com/Power-Strip-Tower-Surge-Protector/dp/B083V3F5FK,Everything is good
4,Positive,I liked the cord length.,"May 23, 2021",https://www.amazon.com/Power-Strip-Tower-Surge-Protector/dp/B083V3F5FK,I liked the cord length
5,Positive,Pretty good stand up surge protector.,"May 30, 2020",https://www.amazon.com/Power-Strip-Tower-Surge-Protector/dp/B083V3F5FK,Pretty good stand up surge protector
5,Positive,Purchased this tower power strip a few months ago and I love it!,"February 16, 2021",https://www.amazon.com/Power-Strip-Tower-Surge-Protector/dp/B083V3F5FK,Purchased this tower power strip a few months ago and I love it
5,Positive,"This is a life saver 4 indoor holiday light displays, etc.","January 3, 2021",https://www.amazon.com/Power-Strip-Tower-Surge-Protector/dp/B083V3F5FK,This is a life saver 4 indoor holiday light displays etc
1,Negative,"I bought these earbud tips a month ago and have already begun noticing flakes falling off from the foam, though they are great over the original ones that ship with the AirPods Pro, I am not really satisfied with the quality on these, hence although I’ve given 5/5 stars on the features, the overall rating is not something I’ve been generous with.","December 16, 2020",https://www.amazon.com/Comply-Comfortable-Canceling-Charging-Assorted/dp/B088KPNKN2,I bought these earbud tips a month ago and have already begun noticing flakes falling off from the foam though they are great over the original ones that ship with the AirPods Pro I am not really satisfied with the quality on these hence although I have given 5 5 stars on the features the overall rating is not something I have been generous with
1,Negative,"If these are the ""improved"" 2.0 version, then I can't imagine how bad 1.0 must have been.","October 26, 2020",https://www.amazon.com/Comply-Comfortable-Canceling-Charging-Assorted/dp/B088KPNKN2,If these are the improved 2 0 version then I cannot imagine how bad 1 0 must have been
2,Negative,They’re expensive.,"November 20, 2020",https://www.amazon.com/Comply-Comfortable-Canceling-Charging-Assorted/dp/B088KPNKN2,They are expensive
2,Negative,They work OK but they are not a big improvement over the originals from Apple.,"November 20, 2021",https://www.amazon.com/Comply-Comfortable-Canceling-Charging-Assorted/dp/B088KPNKN2,They work OK but they are not a big improvement over the originals from Apple
2,Negative,"Although initially these earbuds tips were great, they quickly diminished.","November 2, 2021",https://www.amazon.com/Comply-Comfortable-Canceling-Charging-Assorted/dp/B088KPNKN2,Although initially these earbuds tips were great they quickly diminished
4,Positive,"For me, these are a real improvement over the original silicon tips.","October 11, 2020",https://www.amazon.com/Comply-Comfortable-Canceling-Charging-Assorted/dp/B088KPNKN2,For me these are a real improvement over the original silicon tips
4,Positive,"I absolutely loved these, while they lasted.","October 7, 2021",https://www.amazon.com/Comply-Comfortable-Canceling-Charging-Assorted/dp/B088KPNKN2,I absolutely loved these while they lasted
4,Positive,these are way better than the generic rubber tips that come with your AirPods.,"September 27, 2021",https://www.amazon.com/Comply-Comfortable-Canceling-Charging-Assorted/dp/B088KPNKN2,these are way better than the generic rubber tips that come with your AirPods
5,Positive,Wow!,"October 22, 2020",https://www.amazon.com/Comply-Comfortable-Canceling-Charging-Assorted/dp/B088KPNKN2,Wow
5,Positive,"Perfect for anyone who wants a better fit, perfect seal, better noise cancellation, and prolonged comfort for your AirPods Pro.","November 3, 2020",https://www.amazon.com/Comply-Comfortable-Canceling-Charging-Assorted/dp/B088KPNKN2,Perfect for anyone who wants a better fit perfect seal better noise cancellation and prolonged comfort for your AirPods Pro
1,Negative,They didn’t send instructions on how to set it up.,"September 20, 2019",https://www.amazon.com/Universal-Remote-Control-Samsung-Models/dp/B07MG42VN5,They did not send instructions on how to set it up
1,Negative,Totally screwed my TV settings up to where I was unable to watch prime video or Netflix or Xfinity anymore.,"July 1, 2020",https://www.amazon.com/Universal-Remote-Control-Samsung-Models/dp/B07MG42VN5,Totally screwed my television settings up to where I was unable to watch prime video or Netflix or Xfinity anymore
1,Negative,Remote back cannot be opened.,"November 27, 2020",https://www.amazon.com/Universal-Remote-Control-Samsung-Models/dp/B07MG42VN5,Remote back cannot be opened
1,Negative,"I bought this remote and it worked great for a week, then it stopped working.","August 2, 2021",https://www.amazon.com/Universal-Remote-Control-Samsung-Models/dp/B07MG42VN5,I bought this remote and it worked great for a week then it stopped working
1,Negative,DO NOT WASTE YOUR MONEY!,"March 26, 2021",https://www.amazon.com/Universal-Remote-Control-Samsung-Models/dp/B07MG42VN5,DO NOT WASTE YOUR MONEY
5,Positive,"Forgive me if this sounds ignorant, but I was surprised how easy it was to use this remote.","June 8, 2020",https://www.amazon.com/Universal-Remote-Control-Samsung-Models/dp/B07MG42VN5,Forgive me if this sounds ignorant but I was surprised how easy it was to use this remote
5,Positive,"These things feel cheap, they're slightly lighter and shaper plastic than the original Samsung remotes, but they work just fine!","November 24, 2021",https://www.amazon.com/Universal-Remote-Control-Samsung-Models/dp/B07MG42VN5,These things feel cheap they are slightly lighter and shaper plastic than the original Samsung remotes but they work just fine
5,Positive,They just work!!,"July 20, 2021",https://www.amazon.com/Universal-Remote-Control-Samsung-Models/dp/B07MG42VN5,They just work
5,Positive,"Works perfectly and identical to the real deal, the only difference is its light weight and not the same quality.","October 6, 2021",https://www.amazon.com/Universal-Remote-Control-Samsung-Models/dp/B07MG42VN5,Works perfectly and identical to the real deal the only difference is its light weight and not the same quality
5,Positive,Great remote.,"November 21, 2021",https://www.amazon.com/Universal-Remote-Control-Samsung-Models/dp/B07MG42VN5,Great remote
1,Negative,This computer is so slow!,"November 12, 2019",https://www.amazon.com/HP-22-inch-Computer-Processor-22-dd0010/dp/B0849P8D69,This computer is so slow
1,Negative,"Nice looking machine, but sooooo slow!!!","May 26, 2020",https://www.amazon.com/HP-22-inch-Computer-Processor-22-dd0010/dp/B0849P8D69,Nice looking machine but sooooo slow
1,Negative,"Thought I was getting an extremely good desktop, but was fooled.","August 9, 2020",https://www.amazon.com/HP-22-inch-Computer-Processor-22-dd0010/dp/B0849P8D69,Thought I was getting an extremely good desktop but was fooled
2,Negative,THIS MACHINE IS HORRIBLY SLOW!,"December 30, 2020",https://www.amazon.com/HP-22-inch-Computer-Processor-22-dd0010/dp/B0849P8D69,THIS MACHINE IS HORRIBLY SLOW
2,Negative,Not worth the money. .,"November 2, 2020",https://www.amazon.com/HP-22-inch-Computer-Processor-22-dd0010/dp/B0849P8D69,Not worth the money
4,Positive,"Overall, I would say this HP all-in-one is a good package for the price, especially if you select a version with the solid state drive (as I did) to make the most of the mid-range CPU.","March 4, 2021",https://www.amazon.com/HP-22-inch-Computer-Processor-22-dd0010/dp/B0849P8D69,Overall I would say this HP all in one is a good package for the price especially if you select a version with the solid state drive as I did to make the most of the mid range central processing unit
4,Positive,"I like the size of the screen and the color, however, it is very slow.","September 5, 2020",https://www.amazon.com/HP-22-inch-Computer-Processor-22-dd0010/dp/B0849P8D69,I like the size of the screen and the color however it is very slow
5,Positive,100% satisfied with purchase.,"December 20, 2020",https://www.amazon.com/HP-22-inch-Computer-Processor-22-dd0010/dp/B0849P8D69,100 satisfied with purchase
5,Positive,what a great deal.,"December 2, 2019",https://www.amazon.com/HP-22-inch-Computer-Processor-22-dd0010/dp/B0849P8D69,what a great deal
5,Positive,This is absolutely worth every penny!!,"May 8, 2020",https://www.amazon.com/HP-22-inch-Computer-Processor-22-dd0010/dp/B0849P8D69,This is absolutely worth every penny
2,Negative,The device came with a stiff USB cable with Micro USB adapter.,"November 7, 2019",https://www.amazon.com/Samsung-Lightweight-Android-Long-Lasting-Battery/dp/B08QQTQNDC,The device came with a stiff universal serial bus cable with Micro universal serial bus adapter
2,Negative,Laggy with a wifi connection that drops on a daily basis.,"October 30, 2019",https://www.amazon.com/Samsung-Lightweight-Android-Long-Lasting-Battery/dp/B08QQTQNDC,Laggy with a wifi connection that drops on a daily basis
2,Negative,I really dislike this tablet.,"March 15, 2020",https://www.amazon.com/Samsung-Lightweight-Android-Long-Lasting-Battery/dp/B08QQTQNDC,I really dislike this tablet
2,Negative,Graphics are terrible.,"October 22, 2019",https://www.amazon.com/Samsung-Lightweight-Android-Long-Lasting-Battery/dp/B08QQTQNDC,Graphics are terrible
2,Negative,"This is seriously, the slowest mobile device i have ever used.","September 29, 2020",https://www.amazon.com/Samsung-Lightweight-Android-Long-Lasting-Battery/dp/B08QQTQNDC,This is seriously the slowest mobile device i have ever used
4,Positive,I like this tablet mostly for the extra memory.,"September 10, 2021",https://www.amazon.com/Samsung-Lightweight-Android-Long-Lasting-Battery/dp/B08QQTQNDC,I like this tablet mostly for the extra memory
4,Positive,"It has outstanding battery life, good screen, and works fast.","August 5, 2021",https://www.amazon.com/Samsung-Lightweight-Android-Long-Lasting-Battery/dp/B08QQTQNDC,It has outstanding battery life good screen and works fast
4,Positive,This is a really good budget tablet.,"September 15, 2020",https://www.amazon.com/Samsung-Lightweight-Android-Long-Lasting-Battery/dp/B08QQTQNDC,This is a really good budget tablet
4,Positive,"Serves its purpose for personal use; email, search the internet.","October 20, 2019",https://www.amazon.com/Samsung-Lightweight-Android-Long-Lasting-Battery/dp/B08QQTQNDC,Serves its purpose for personal use email search the internet
4,Positive,This tablet is great for its size,"October 1, 2019",https://www.amazon.com/Samsung-Lightweight-Android-Long-Lasting-Battery/dp/B08QQTQNDC,This tablet is great for its size
1,Negative,I AM VERRY UPSET,"November 22, 2020",https://www.amazon.com/Acer-Chromebook-Convertible-Bluetooth-CP311-2H-C679/dp/B086MBQKH2,I AM VERRY UPSET
1,Negative,This thing was garbage.,"September 14, 2020",https://www.amazon.com/Acer-Chromebook-Convertible-Bluetooth-CP311-2H-C679/dp/B086MBQKH2,This thing was garbage
1,Negative,My daughter has had this laptop for 3 months and it has already stopped working.,"June 19, 2021",https://www.amazon.com/Acer-Chromebook-Convertible-Bluetooth-CP311-2H-C679/dp/B086MBQKH2,My daughter has had this laptop for 3 months and it has already stopped working
2,Negative,The reported dimensions of this screen are pretty deceptive.,"July 17, 2020",https://www.amazon.com/Acer-Chromebook-Convertible-Bluetooth-CP311-2H-C679/dp/B086MBQKH2,The reported dimensions of this screen are pretty deceptive
2,Negative,I am terribly frustrated with this Chromebook.,"May 10, 2021",https://www.amazon.com/Acer-Chromebook-Convertible-Bluetooth-CP311-2H-C679/dp/B086MBQKH2,I am terribly frustrated with this Chromebook
4,Positive,This is a solid Chromebook with no issues getting my daughter up and going.,"October 29, 2020",https://www.amazon.com/Acer-Chromebook-Convertible-Bluetooth-CP311-2H-C679/dp/B086MBQKH2,This is a solid Chromebook with no issues getting my daughter up and going
4,Positive,"The laptop is gorgeous and of good quality material; it's not a flimsy little thing, but a very sturdy and beefy like the more expensive ones.","June 27, 2021",https://www.amazon.com/Acer-Chromebook-Convertible-Bluetooth-CP311-2H-C679/dp/B086MBQKH2,The laptop is gorgeous and of good quality material it is not a flimsy little thing but a very sturdy and beefy like the more expensive ones
5,Positive,It’s beautiful and everything was easy!,"June 27, 2020",https://www.amazon.com/Acer-Chromebook-Convertible-Bluetooth-CP311-2H-C679/dp/B086MBQKH2,It is beautiful and everything was easy
5,Positive,This laptop is so great!,"June 22, 2020",https://www.amazon.com/Acer-Chromebook-Convertible-Bluetooth-CP311-2H-C679/dp/B086MBQKH2,This laptop is so great
5,Positive,This is my 2nd Chromebook and I lobe it.,"July 25, 2020",https://www.amazon.com/Acer-Chromebook-Convertible-Bluetooth-CP311-2H-C679/dp/B086MBQKH2,This is my second Chromebook and I lobe it
1,Negative,We received a STOLEN phone.,"February 3, 2019",https://www.amazon.com/Apple-iPhone-Plus-64GB-Space/dp/B07YYM3HFW,We received a STOLEN phone
